"id","first_name","last_name","date_of_migration","migration_type","from_region","to_region","individual_id","registration_round","registration_date","registration_update_date","registration_user","registration_update_user"
1624,"D","D",2020-12-24,"In","","Yes",1624,3,2020-02-08,2020-02-08,"user_1","user_1"
1625,"E","E",2021-09-10,"Out","No","",1625,4,2020-08-06,2020-08-06,"user_1","user_1"
1626,"F","F",2018-11-05,"In","","Yes",1626,2,2018-08-17,2018-08-17,"user_1","user_1"
1627,"G","G",2019-07-23,"Out","No","",1627,3,2019-02-13,2019-02-13,"user_1","user_1"
1628,"H","H",2020-04-08,"In","","Yes",1628,3,2019-08-12,2019-08-12,"user_1","user_1"
1629,"I","I",2020-12-24,"Out","No","",1629,6,2020-02-08,2020-02-08,"user_1","user_1"
1630,"J","J",2021-09-10,"In","","Yes",1630,1,2020-08-06,2020-08-06,"user_1","user_1"
1631,"K","K",2018-11-05,"Out","No","",1631,4,2018-08-17,2018-08-17,"user_1","user_1"
1632,"L","L",2019-07-23,"In","","Yes",1632,1,2019-02-13,2019-02-13,"user_1","user_1"
1633,"M","M",2020-04-08,"Out","No","",1633,1,2019-08-12,2019-08-12,"user_1","user_1"
1634,"N","N",2020-12-24,"In","","Yes",1634,6,2020-02-08,2020-02-08,"user_1","user_1"
1635,"O","O",2021-09-10,"Out","No","",1635,3,2020-08-06,2020-08-06,"user_1","user_1"
1636,"P","P",2018-11-05,"In","","Yes",1636,1,2018-08-17,2018-08-17,"user_1","user_1"
1637,"Q","Q",2019-07-23,"Out","No","",1637,6,2019-02-13,2019-02-13,"user_1","user_1"
1638,"R","R",2020-04-08,"In","","Yes",1638,2,2019-08-12,2019-08-12,"user_1","user_1"
1639,"S","S",2020-12-24,"Out","No","",1639,4,2020-02-08,2020-02-08,"user_1","user_1"
1640,"T","T",2021-09-10,"In","","Yes",1640,4,2020-08-06,2020-08-06,"user_1","user_1"
1641,"A","A",2018-11-05,"Out","No","",1641,1,2018-08-17,2018-08-17,"user_1","user_1"
1642,"B","B",2019-07-23,"In","","Yes",1642,3,2019-02-13,2019-02-13,"user_1","user_1"
1643,"C","C",2020-04-08,"Out","No","",1643,5,2019-08-12,2019-08-12,"user_1","user_1"
1644,"D","D",2020-12-24,"In","","Yes",1644,3,2020-02-08,2020-02-08,"user_1","user_1"
1645,"E","E",2021-09-10,"Out","No","",1645,5,2020-08-06,2020-08-06,"user_1","user_1"
1646,"F","F",2018-11-05,"In","","Yes",1646,6,2018-08-17,2018-08-17,"user_1","user_1"
1647,"G","G",2019-07-23,"Out","No","",1647,5,2019-02-13,2019-02-13,"user_1","user_1"
1648,"H","H",2020-04-08,"In","","Yes",1648,2,2019-08-12,2019-08-12,"user_1","user_1"
1649,"I","I",2020-12-24,"Out","No","",1649,4,2020-02-08,2020-02-08,"user_1","user_1"
1650,"J","J",2021-09-10,"In","","Yes",1650,2,2020-08-06,2020-08-06,"user_1","user_1"
1651,"K","K",2018-11-05,"Out","No","",1651,1,2018-08-17,2018-08-17,"user_1","user_1"
1652,"L","L",2019-07-23,"In","","Yes",1652,2,2019-02-13,2019-02-13,"user_1","user_1"
1653,"M","M",2020-04-08,"Out","No","",1653,1,2019-08-12,2019-08-12,"user_1","user_1"
1654,"N","N",2020-12-24,"In","","Yes",1654,2,2020-02-08,2020-02-08,"user_1","user_1"
1655,"O","O",2021-09-10,"Out","No","",1655,3,2020-08-06,2020-08-06,"user_1","user_1"
1656,"P","P",2018-11-05,"In","","Yes",1656,3,2018-08-17,2018-08-17,"user_1","user_1"
1657,"Q","Q",2019-07-23,"Out","No","",1657,1,2019-02-13,2019-02-13,"user_1","user_1"
1658,"R","R",2020-04-08,"In","","Yes",1658,6,2019-08-12,2019-08-12,"user_1","user_1"
1659,"S","S",2020-12-24,"Out","No","",1659,5,2020-02-08,2020-02-08,"user_1","user_1"
1660,"T","T",2021-09-10,"In","","Yes",1660,6,2020-08-06,2020-08-06,"user_1","user_1"
1661,"A","A",2018-11-05,"Out","No","",1661,1,2018-08-17,2018-08-17,"user_1","user_1"
1662,"B","B",2019-07-23,"In","","Yes",1662,5,2019-02-13,2019-02-13,"user_1","user_1"
1663,"C","C",2020-04-08,"Out","No","",1663,1,2019-08-12,2019-08-12,"user_1","user_1"
1664,"D","D",2020-12-24,"In","","Yes",1664,2,2020-02-08,2020-02-08,"user_1","user_1"
1665,"E","E",2021-09-10,"Out","No","",1665,3,2020-08-06,2020-08-06,"user_1","user_1"
1666,"F","F",2018-11-05,"In","","Yes",1666,3,2018-08-17,2018-08-17,"user_1","user_1"
1667,"G","G",2019-07-23,"Out","No","",1667,6,2019-02-13,2019-02-13,"user_1","user_1"
1668,"H","H",2020-04-08,"In","","Yes",1668,5,2019-08-12,2019-08-12,"user_1","user_1"
1669,"I","I",2020-12-24,"Out","No","",1669,1,2020-02-08,2020-02-08,"user_1","user_1"
1670,"J","J",2021-09-10,"In","","Yes",1670,5,2020-08-06,2020-08-06,"user_1","user_1"
1671,"K","K",2018-11-05,"Out","No","",1671,2,2018-08-17,2018-08-17,"user_1","user_1"
1672,"L","L",2019-07-23,"In","","Yes",1672,4,2019-02-13,2019-02-13,"user_1","user_1"
1673,"M","M",2020-04-08,"Out","No","",1673,2,2019-08-12,2019-08-12,"user_1","user_1"
1674,"N","N",2020-12-24,"In","","Yes",1674,4,2020-02-08,2020-02-08,"user_1","user_1"
1675,"O","O",2021-09-10,"Out","No","",1675,5,2020-08-06,2020-08-06,"user_1","user_1"
1676,"P","P",2018-11-05,"In","","Yes",1676,4,2018-08-17,2018-08-17,"user_1","user_1"
1677,"Q","Q",2019-07-23,"Out","No","",1677,4,2019-02-13,2019-02-13,"user_1","user_1"
1678,"R","R",2020-04-08,"In","","Yes",1678,3,2019-08-12,2019-08-12,"user_1","user_1"
1679,"S","S",2020-12-24,"Out","No","",1679,5,2020-02-08,2020-02-08,"user_1","user_1"
1680,"T","T",2021-09-10,"In","","Yes",1680,3,2020-08-06,2020-08-06,"user_1","user_1"
1681,"A","A",2018-11-05,"Out","No","",1681,4,2018-08-17,2018-08-17,"user_1","user_1"
1682,"B","B",2019-07-23,"In","","Yes",1682,5,2019-02-13,2019-02-13,"user_1","user_1"
1683,"C","C",2020-04-08,"Out","No","",1683,2,2019-08-12,2019-08-12,"user_1","user_1"
1684,"D","D",2020-12-24,"In","","Yes",1684,1,2020-02-08,2020-02-08,"user_1","user_1"
1685,"E","E",2021-09-10,"Out","No","",1685,2,2020-08-06,2020-08-06,"user_1","user_1"
1686,"F","F",2018-11-05,"In","","Yes",1686,5,2018-08-17,2018-08-17,"user_1","user_1"
1687,"G","G",2019-07-23,"Out","No","",1687,3,2019-02-13,2019-02-13,"user_1","user_1"
1688,"H","H",2020-04-08,"In","","Yes",1688,3,2019-08-12,2019-08-12,"user_1","user_1"
1689,"I","I",2020-12-24,"Out","No","",1689,3,2020-02-08,2020-02-08,"user_1","user_1"
1690,"J","J",2021-09-10,"In","","Yes",1690,6,2020-08-06,2020-08-06,"user_1","user_1"
1691,"K","K",2018-11-05,"Out","No","",1691,2,2018-08-17,2018-08-17,"user_1","user_1"
1692,"L","L",2019-07-23,"In","","Yes",1692,4,2019-02-13,2019-02-13,"user_1","user_1"
1693,"M","M",2020-04-08,"Out","No","",1693,3,2019-08-12,2019-08-12,"user_1","user_1"
1694,"N","N",2020-12-24,"In","","Yes",1694,4,2020-02-08,2020-02-08,"user_1","user_1"
1695,"O","O",2021-09-10,"Out","No","",1695,2,2020-08-06,2020-08-06,"user_1","user_1"
1696,"P","P",2018-11-05,"In","","Yes",1696,5,2018-08-17,2018-08-17,"user_1","user_1"
1697,"Q","Q",2019-07-23,"Out","No","",1697,1,2019-02-13,2019-02-13,"user_1","user_1"
1698,"R","R",2020-04-08,"In","","Yes",1698,4,2019-08-12,2019-08-12,"user_1","user_1"
1699,"S","S",2020-12-24,"Out","No","",1699,6,2020-02-08,2020-02-08,"user_1","user_1"
1700,"T","T",2021-09-10,"In","","Yes",1700,4,2020-08-06,2020-08-06,"user_1","user_1"
1701,"A","A",2018-11-05,"Out","No","",1701,1,2018-08-17,2018-08-17,"user_1","user_1"
1702,"B","B",2019-07-23,"In","","Yes",1702,3,2019-02-13,2019-02-13,"user_1","user_1"
1703,"C","C",2020-04-08,"Out","No","",1703,1,2019-08-12,2019-08-12,"user_1","user_1"
1704,"D","D",2020-12-24,"In","","Yes",1704,6,2020-02-08,2020-02-08,"user_1","user_1"
1705,"E","E",2021-09-10,"Out","No","",1705,2,2020-08-06,2020-08-06,"user_1","user_1"
1706,"F","F",2018-11-05,"In","","Yes",1706,5,2018-08-17,2018-08-17,"user_1","user_1"
1707,"G","G",2019-07-23,"Out","No","",1707,5,2019-02-13,2019-02-13,"user_1","user_1"
1708,"H","H",2020-04-08,"In","","Yes",1708,3,2019-08-12,2019-08-12,"user_1","user_1"
1709,"I","I",2020-12-24,"Out","No","",1709,6,2020-02-08,2020-02-08,"user_1","user_1"
1710,"J","J",2021-09-10,"In","","Yes",1710,1,2020-08-06,2020-08-06,"user_1","user_1"
1711,"K","K",2018-11-05,"Out","No","",1711,4,2018-08-17,2018-08-17,"user_1","user_1"
1712,"L","L",2019-07-23,"In","","Yes",1712,3,2019-02-13,2019-02-13,"user_1","user_1"
1713,"M","M",2020-04-08,"Out","No","",1713,1,2019-08-12,2019-08-12,"user_1","user_1"
1714,"N","N",2020-12-24,"In","","Yes",1714,6,2020-02-08,2020-02-08,"user_1","user_1"
1715,"O","O",2021-09-10,"Out","No","",1715,3,2020-08-06,2020-08-06,"user_1","user_1"
1716,"P","P",2018-11-05,"In","","Yes",1716,3,2018-08-17,2018-08-17,"user_1","user_1"
1717,"Q","Q",2019-07-23,"Out","No","",1717,5,2019-02-13,2019-02-13,"user_1","user_1"
1718,"R","R",2020-04-08,"In","","Yes",1718,5,2019-08-12,2019-08-12,"user_1","user_1"
1719,"S","S",2020-12-24,"Out","No","",1719,6,2020-02-08,2020-02-08,"user_1","user_1"
1720,"T","T",2021-09-10,"In","","Yes",1720,6,2020-08-06,2020-08-06,"user_1","user_1"
1721,"A","A",2018-11-05,"Out","No","",1721,1,2018-08-17,2018-08-17,"user_1","user_1"
1722,"B","B",2019-07-23,"In","","Yes",1722,6,2019-02-13,2019-02-13,"user_1","user_1"
1723,"C","C",2020-04-08,"Out","No","",1723,6,2019-08-12,2019-08-12,"user_1","user_1"
1724,"D","D",2020-12-24,"In","","Yes",1724,5,2020-02-08,2020-02-08,"user_1","user_1"
1725,"E","E",2021-09-10,"Out","No","",1725,5,2020-08-06,2020-08-06,"user_1","user_1"
1726,"F","F",2018-11-05,"In","","Yes",1726,2,2018-08-17,2018-08-17,"user_1","user_1"
1727,"G","G",2019-07-23,"Out","No","",1727,1,2019-02-13,2019-02-13,"user_1","user_1"
1728,"H","H",2020-04-08,"In","","Yes",1728,6,2019-08-12,2019-08-12,"user_1","user_1"
1729,"I","I",2020-12-24,"Out","No","",1729,4,2020-02-08,2020-02-08,"user_1","user_1"
1730,"J","J",2021-09-10,"In","","Yes",1730,3,2020-08-06,2020-08-06,"user_1","user_1"
1731,"K","K",2018-11-05,"Out","No","",1731,4,2018-08-17,2018-08-17,"user_1","user_1"
1732,"L","L",2019-07-23,"In","","Yes",1732,2,2019-02-13,2019-02-13,"user_1","user_1"
1733,"M","M",2020-04-08,"Out","No","",1733,5,2019-08-12,2019-08-12,"user_1","user_1"
1734,"N","N",2020-12-24,"In","","Yes",1734,3,2020-02-08,2020-02-08,"user_1","user_1"
1735,"O","O",2021-09-10,"Out","No","",1735,6,2020-08-06,2020-08-06,"user_1","user_1"
1736,"P","P",2018-11-05,"In","","Yes",1736,1,2018-08-17,2018-08-17,"user_1","user_1"
1737,"Q","Q",2019-07-23,"Out","No","",1737,3,2019-02-13,2019-02-13,"user_1","user_1"
1738,"R","R",2020-04-08,"In","","Yes",1738,6,2019-08-12,2019-08-12,"user_1","user_1"
1739,"S","S",2020-12-24,"Out","No","",1739,4,2020-02-08,2020-02-08,"user_1","user_1"
1740,"T","T",2021-09-10,"In","","Yes",1740,2,2020-08-06,2020-08-06,"user_1","user_1"
1741,"A","A",2018-11-05,"Out","No","",1741,5,2018-08-17,2018-08-17,"user_1","user_1"
1742,"B","B",2019-07-23,"In","","Yes",1742,6,2019-02-13,2019-02-13,"user_1","user_1"
1743,"C","C",2020-04-08,"Out","No","",1743,5,2019-08-12,2019-08-12,"user_1","user_1"
1744,"D","D",2020-12-24,"In","","Yes",1744,3,2020-02-08,2020-02-08,"user_1","user_1"
1745,"E","E",2021-09-10,"Out","No","",1745,1,2020-08-06,2020-08-06,"user_1","user_1"
1746,"F","F",2018-11-05,"In","","Yes",1746,6,2018-08-17,2018-08-17,"user_1","user_1"
1747,"G","G",2019-07-23,"Out","No","",1747,3,2019-02-13,2019-02-13,"user_1","user_1"
1748,"H","H",2020-04-08,"In","","Yes",1748,5,2019-08-12,2019-08-12,"user_1","user_1"
1749,"I","I",2020-12-24,"Out","No","",1749,4,2020-02-08,2020-02-08,"user_1","user_1"
1750,"J","J",2021-09-10,"In","","Yes",1750,2,2020-08-06,2020-08-06,"user_1","user_1"
1751,"K","K",2018-11-05,"Out","No","",1751,4,2018-08-17,2018-08-17,"user_1","user_1"
1752,"L","L",2019-07-23,"In","","Yes",1752,4,2019-02-13,2019-02-13,"user_1","user_1"
1753,"M","M",2020-04-08,"Out","No","",1753,3,2019-08-12,2019-08-12,"user_1","user_1"
1754,"N","N",2020-12-24,"In","","Yes",1754,5,2020-02-08,2020-02-08,"user_1","user_1"
1755,"O","O",2021-09-10,"Out","No","",1755,2,2020-08-06,2020-08-06,"user_1","user_1"
1756,"P","P",2018-11-05,"In","","Yes",1756,5,2018-08-17,2018-08-17,"user_1","user_1"
1757,"Q","Q",2019-07-23,"Out","No","",1757,3,2019-02-13,2019-02-13,"user_1","user_1"
1758,"R","R",2020-04-08,"In","","Yes",1758,3,2019-08-12,2019-08-12,"user_1","user_1"
1759,"S","S",2020-12-24,"Out","No","",1759,4,2020-02-08,2020-02-08,"user_1","user_1"
1760,"T","T",2021-09-10,"In","","Yes",1760,5,2020-08-06,2020-08-06,"user_1","user_1"
1761,"A","A",2018-11-05,"Out","No","",1761,5,2018-08-17,2018-08-17,"user_1","user_1"
1762,"B","B",2019-07-23,"In","","Yes",1762,4,2019-02-13,2019-02-13,"user_1","user_1"
1763,"C","C",2020-04-08,"Out","No","",1763,5,2019-08-12,2019-08-12,"user_1","user_1"
1764,"D","D",2020-12-24,"In","","Yes",1764,1,2020-02-08,2020-02-08,"user_1","user_1"
1765,"E","E",2021-09-10,"Out","No","",1765,2,2020-08-06,2020-08-06,"user_1","user_1"
1766,"F","F",2018-11-05,"In","","Yes",1766,4,2018-08-17,2018-08-17,"user_1","user_1"
1767,"G","G",2019-07-23,"Out","No","",1767,4,2019-02-13,2019-02-13,"user_1","user_1"
1768,"H","H",2020-04-08,"In","","Yes",1768,3,2019-08-12,2019-08-12,"user_1","user_1"
1769,"I","I",2020-12-24,"Out","No","",1769,5,2020-02-08,2020-02-08,"user_1","user_1"
1770,"J","J",2021-09-10,"In","","Yes",1770,1,2020-08-06,2020-08-06,"user_1","user_1"
1771,"K","K",2018-11-05,"Out","No","",1771,2,2018-08-17,2018-08-17,"user_1","user_1"
1772,"L","L",2019-07-23,"In","","Yes",1772,5,2019-02-13,2019-02-13,"user_1","user_1"
1773,"M","M",2020-04-08,"Out","No","",1773,6,2019-08-12,2019-08-12,"user_1","user_1"
1774,"N","N",2020-12-24,"In","","Yes",1774,1,2020-02-08,2020-02-08,"user_1","user_1"
1775,"O","O",2021-09-10,"Out","No","",1775,5,2020-08-06,2020-08-06,"user_1","user_1"
1776,"P","P",2018-11-05,"In","","Yes",1776,3,2018-08-17,2018-08-17,"user_1","user_1"
1777,"Q","Q",2019-07-23,"Out","No","",1777,1,2019-02-13,2019-02-13,"user_1","user_1"
1778,"R","R",2020-04-08,"In","","Yes",1778,2,2019-08-12,2019-08-12,"user_1","user_1"
1779,"S","S",2020-12-24,"Out","No","",1779,5,2020-02-08,2020-02-08,"user_1","user_1"
1780,"T","T",2021-09-10,"In","","Yes",1780,1,2020-08-06,2020-08-06,"user_1","user_1"
1781,"A","A",2018-11-05,"Out","No","",1781,5,2018-08-17,2018-08-17,"user_1","user_1"
1782,"B","B",2019-07-23,"In","","Yes",1782,2,2019-02-13,2019-02-13,"user_1","user_1"
1783,"C","C",2020-04-08,"Out","No","",1783,3,2019-08-12,2019-08-12,"user_1","user_1"
1784,"D","D",2020-12-24,"In","","Yes",1784,4,2020-02-08,2020-02-08,"user_1","user_1"
1785,"E","E",2021-09-10,"Out","No","",1785,1,2020-08-06,2020-08-06,"user_1","user_1"
1786,"F","F",2018-11-05,"In","","Yes",1786,4,2018-08-17,2018-08-17,"user_1","user_1"
1787,"G","G",2019-07-23,"Out","No","",1787,1,2019-02-13,2019-02-13,"user_1","user_1"
1788,"H","H",2020-04-08,"In","","Yes",1788,6,2019-08-12,2019-08-12,"user_1","user_1"
1789,"I","I",2020-12-24,"Out","No","",1789,2,2020-02-08,2020-02-08,"user_1","user_1"
1790,"J","J",2021-09-10,"In","","Yes",1790,5,2020-08-06,2020-08-06,"user_1","user_1"
1791,"K","K",2018-11-05,"Out","No","",1791,1,2018-08-17,2018-08-17,"user_1","user_1"
1792,"L","L",2019-07-23,"In","","Yes",1792,5,2019-02-13,2019-02-13,"user_1","user_1"
1793,"M","M",2020-04-08,"Out","No","",1793,3,2019-08-12,2019-08-12,"user_1","user_1"
1794,"N","N",2020-12-24,"In","","Yes",1794,5,2020-02-08,2020-02-08,"user_1","user_1"
1795,"O","O",2021-09-10,"Out","No","",1795,6,2020-08-06,2020-08-06,"user_1","user_1"
1796,"P","P",2018-11-05,"In","","Yes",1796,6,2018-08-17,2018-08-17,"user_1","user_1"
1797,"Q","Q",2019-07-23,"Out","No","",1797,3,2019-02-13,2019-02-13,"user_1","user_1"
1798,"R","R",2020-04-08,"In","","Yes",1798,2,2019-08-12,2019-08-12,"user_1","user_1"
1799,"S","S",2020-12-24,"Out","No","",1799,4,2020-02-08,2020-02-08,"user_1","user_1"
1800,"T","T",2021-09-10,"In","","Yes",1800,1,2020-08-06,2020-08-06,"user_1","user_1"
1801,"A","A",2018-11-05,"Out","No","",1801,2,2018-08-17,2018-08-17,"user_1","user_1"
1802,"B","B",2019-07-23,"In","","Yes",1802,4,2019-02-13,2019-02-13,"user_1","user_1"
1803,"C","C",2020-04-08,"Out","No","",1803,6,2019-08-12,2019-08-12,"user_1","user_1"
1804,"D","D",2020-12-24,"In","","Yes",1804,6,2020-02-08,2020-02-08,"user_1","user_1"
1805,"E","E",2021-09-10,"Out","No","",1805,5,2020-08-06,2020-08-06,"user_1","user_1"
1806,"F","F",2018-11-05,"In","","Yes",1806,4,2018-08-17,2018-08-17,"user_1","user_1"
1807,"G","G",2019-07-23,"Out","No","",1807,5,2019-02-13,2019-02-13,"user_1","user_1"
1808,"H","H",2020-04-08,"In","","Yes",1808,1,2019-08-12,2019-08-12,"user_1","user_1"
1809,"I","I",2020-12-24,"Out","No","",1809,5,2020-02-08,2020-02-08,"user_1","user_1"
1810,"J","J",2021-09-10,"In","","Yes",1810,5,2020-08-06,2020-08-06,"user_1","user_1"
1811,"K","K",2018-11-05,"Out","No","",1811,5,2018-08-17,2018-08-17,"user_1","user_1"
1812,"L","L",2019-07-23,"In","","Yes",1812,3,2019-02-13,2019-02-13,"user_1","user_1"
1813,"M","M",2020-04-08,"Out","No","",1813,1,2019-08-12,2019-08-12,"user_1","user_1"
1814,"N","N",2020-12-24,"In","","Yes",1814,6,2020-02-08,2020-02-08,"user_1","user_1"
1815,"O","O",2021-09-10,"Out","No","",1815,6,2020-08-06,2020-08-06,"user_1","user_1"
1816,"P","P",2018-11-05,"In","","Yes",1816,4,2018-08-17,2018-08-17,"user_1","user_1"
1817,"Q","Q",2019-07-23,"Out","No","",1817,1,2019-02-13,2019-02-13,"user_1","user_1"
1818,"R","R",2020-04-08,"In","","Yes",1818,1,2019-08-12,2019-08-12,"user_1","user_1"
1819,"S","S",2020-12-24,"Out","No","",1819,3,2020-02-08,2020-02-08,"user_1","user_1"
1820,"T","T",2021-09-10,"In","","Yes",1820,6,2020-08-06,2020-08-06,"user_1","user_1"
1821,"A","A",2018-11-05,"Out","No","",1821,4,2018-08-17,2018-08-17,"user_1","user_1"
1822,"B","B",2019-07-23,"In","","Yes",1822,4,2019-02-13,2019-02-13,"user_1","user_1"
1823,"C","C",2020-04-08,"Out","No","",1823,6,2019-08-12,2019-08-12,"user_1","user_1"
1824,"D","D",2020-12-24,"In","","Yes",1824,3,2020-02-08,2020-02-08,"user_1","user_1"
1825,"E","E",2021-09-10,"Out","No","",1825,2,2020-08-06,2020-08-06,"user_1","user_1"
1826,"F","F",2018-11-05,"In","","Yes",1826,6,2018-08-17,2018-08-17,"user_1","user_1"
1827,"G","G",2019-07-23,"Out","No","",1827,2,2019-02-13,2019-02-13,"user_1","user_1"
1828,"H","H",2020-04-08,"In","","Yes",1828,5,2019-08-12,2019-08-12,"user_1","user_1"
1829,"I","I",2020-12-24,"Out","No","",1829,2,2020-02-08,2020-02-08,"user_1","user_1"
1830,"J","J",2021-09-10,"In","","Yes",1830,3,2020-08-06,2020-08-06,"user_1","user_1"
1831,"K","K",2018-11-05,"Out","No","",1831,3,2018-08-17,2018-08-17,"user_1","user_1"
1832,"L","L",2019-07-23,"In","","Yes",1832,2,2019-02-13,2019-02-13,"user_1","user_1"
1833,"M","M",2020-04-08,"Out","No","",1833,2,2019-08-12,2019-08-12,"user_1","user_1"
1834,"N","N",2020-12-24,"In","","Yes",1834,1,2020-02-08,2020-02-08,"user_1","user_1"
1835,"O","O",2021-09-10,"Out","No","",1835,1,2020-08-06,2020-08-06,"user_1","user_1"
1836,"P","P",2018-11-05,"In","","Yes",1836,6,2018-08-17,2018-08-17,"user_1","user_1"
1837,"Q","Q",2019-07-23,"Out","No","",1837,2,2019-02-13,2019-02-13,"user_1","user_1"
1838,"R","R",2020-04-08,"In","","Yes",1838,4,2019-08-12,2019-08-12,"user_1","user_1"
1839,"S","S",2020-12-24,"Out","No","",1839,2,2020-02-08,2020-02-08,"user_1","user_1"
1840,"T","T",2021-09-10,"In","","Yes",1840,3,2020-08-06,2020-08-06,"user_1","user_1"
1841,"A","A",2018-11-05,"Out","No","",1841,4,2018-08-17,2018-08-17,"user_1","user_1"
1842,"B","B",2019-07-23,"In","","Yes",1842,4,2019-02-13,2019-02-13,"user_1","user_1"
1843,"C","C",2020-04-08,"Out","No","",1843,1,2019-08-12,2019-08-12,"user_1","user_1"
1844,"D","D",2020-12-24,"In","","Yes",1844,4,2020-02-08,2020-02-08,"user_1","user_1"
1845,"E","E",2021-09-10,"Out","No","",1845,6,2020-08-06,2020-08-06,"user_1","user_1"
1846,"F","F",2018-11-05,"In","","Yes",1846,4,2018-08-17,2018-08-17,"user_1","user_1"
1847,"G","G",2019-07-23,"Out","No","",1847,6,2019-02-13,2019-02-13,"user_1","user_1"
1848,"H","H",2020-04-08,"In","","Yes",1848,2,2019-08-12,2019-08-12,"user_1","user_1"
1849,"I","I",2020-12-24,"Out","No","",1849,3,2020-02-08,2020-02-08,"user_1","user_1"
1850,"J","J",2021-09-10,"In","","Yes",1850,3,2020-08-06,2020-08-06,"user_1","user_1"
1851,"K","K",2018-11-05,"Out","No","",1851,5,2018-08-17,2018-08-17,"user_1","user_1"
1852,"L","L",2019-07-23,"In","","Yes",1852,2,2019-02-13,2019-02-13,"user_1","user_1"
1853,"M","M",2020-04-08,"Out","No","",1853,6,2019-08-12,2019-08-12,"user_1","user_1"
1854,"N","N",2020-12-24,"In","","Yes",1854,2,2020-02-08,2020-02-08,"user_1","user_1"
1855,"O","O",2021-09-10,"Out","No","",1855,4,2020-08-06,2020-08-06,"user_1","user_1"
1856,"P","P",2018-11-05,"In","","Yes",1856,3,2018-08-17,2018-08-17,"user_1","user_1"
1857,"Q","Q",2019-07-23,"Out","No","",1857,3,2019-02-13,2019-02-13,"user_1","user_1"
1858,"R","R",2020-04-08,"In","","Yes",1858,5,2019-08-12,2019-08-12,"user_1","user_1"
1859,"S","S",2020-12-24,"Out","No","",1859,1,2020-02-08,2020-02-08,"user_1","user_1"
1860,"T","T",2021-09-10,"In","","Yes",1860,5,2020-08-06,2020-08-06,"user_1","user_1"
1861,"A","A",2018-11-05,"Out","No","",1861,3,2018-08-17,2018-08-17,"user_1","user_1"
1862,"B","B",2019-07-23,"In","","Yes",1862,1,2019-02-13,2019-02-13,"user_1","user_1"
1863,"C","C",2020-04-08,"Out","No","",1863,4,2019-08-12,2019-08-12,"user_1","user_1"
1864,"D","D",2020-12-24,"In","","Yes",1864,6,2020-02-08,2020-02-08,"user_1","user_1"
1865,"E","E",2021-09-10,"Out","No","",1865,6,2020-08-06,2020-08-06,"user_1","user_1"
1866,"F","F",2018-11-05,"In","","Yes",1866,5,2018-08-17,2018-08-17,"user_1","user_1"
1867,"G","G",2019-07-23,"Out","No","",1867,5,2019-02-13,2019-02-13,"user_1","user_1"
1868,"H","H",2020-04-08,"In","","Yes",1868,3,2019-08-12,2019-08-12,"user_1","user_1"
1869,"I","I",2020-12-24,"Out","No","",1869,5,2020-02-08,2020-02-08,"user_1","user_1"
1870,"J","J",2021-09-10,"In","","Yes",1870,3,2020-08-06,2020-08-06,"user_1","user_1"
1871,"K","K",2018-11-05,"Out","No","",1871,2,2018-08-17,2018-08-17,"user_1","user_1"
1872,"L","L",2019-07-23,"In","","Yes",1872,3,2019-02-13,2019-02-13,"user_1","user_1"
1873,"M","M",2020-04-08,"Out","No","",1873,3,2019-08-12,2019-08-12,"user_1","user_1"
1874,"N","N",2020-12-24,"In","","Yes",1874,3,2020-02-08,2020-02-08,"user_1","user_1"
1875,"O","O",2021-09-10,"Out","No","",1875,4,2020-08-06,2020-08-06,"user_1","user_1"
1876,"P","P",2018-11-05,"In","","Yes",1876,3,2018-08-17,2018-08-17,"user_1","user_1"
1877,"Q","Q",2019-07-23,"Out","No","",1877,5,2019-02-13,2019-02-13,"user_1","user_1"
1878,"R","R",2020-04-08,"In","","Yes",1878,3,2019-08-12,2019-08-12,"user_1","user_1"
1879,"S","S",2020-12-24,"Out","No","",1879,5,2020-02-08,2020-02-08,"user_1","user_1"
1880,"T","T",2021-09-10,"In","","Yes",1880,5,2020-08-06,2020-08-06,"user_1","user_1"
1881,"A","A",2018-11-05,"Out","No","",1881,4,2018-08-17,2018-08-17,"user_1","user_1"
1882,"B","B",2019-07-23,"In","","Yes",1882,5,2019-02-13,2019-02-13,"user_1","user_1"
1883,"C","C",2020-04-08,"Out","No","",1883,5,2019-08-12,2019-08-12,"user_1","user_1"
