"id","first_name","last_name","date_of_migration","migration_type","from_region","individual_id","registration_round","registration_date","registration_update_date","registration_user","registration_update_user"
1448,"H","H","2020-04-08","In","yes",1448,3,"2019-08-12","2019-08-12","user_1","user_1"
1449,"I","I","2020-12-24","In","yes",1449,4,"2020-02-08","2020-02-08","user_1","user_1"
1450,"J","J","2021-09-10","In","yes",1450,5,"2020-08-06","2020-08-06","user_1","user_1"
1451,"K","K","2018-11-05","In","yes",1451,1,"2018-08-17","2018-08-17","user_1","user_1"
1452,"L","L","2019-07-23","In","yes",1452,2,"2019-02-13","2019-02-13","user_1","user_1"
1453,"M","M","2020-04-08","In","yes",1453,3,"2019-08-12","2019-08-12","user_1","user_1"
1454,"N","N","2020-12-24","In","yes",1454,4,"2020-02-08","2020-02-08","user_1","user_1"
1455,"O","O","2021-09-10","In","yes",1455,5,"2020-08-06","2020-08-06","user_1","user_1"
1456,"P","P","2018-11-05","In","yes",1456,1,"2018-08-17","2018-08-17","user_1","user_1"
1457,"Q","Q","2019-07-23","In","yes",1457,2,"2019-02-13","2019-02-13","user_1","user_1"
1458,"R","R","2020-04-08","In","yes",1458,3,"2019-08-12","2019-08-12","user_1","user_1"
1459,"S","S","2020-12-24","In","yes",1459,4,"2020-02-08","2020-02-08","user_1","user_1"
1460,"T","T","2021-09-10","In","yes",1460,5,"2020-08-06","2020-08-06","user_1","user_1"
1461,"A","A","2018-11-05","In","yes",1461,1,"2018-08-17","2018-08-17","user_1","user_1"
1462,"B","B","2019-07-23","In","yes",1462,2,"2019-02-13","2019-02-13","user_1","user_1"
1463,"C","C","2020-04-08","In","yes",1463,3,"2019-08-12","2019-08-12","user_1","user_1"
1464,"D","D","2020-12-24","In","yes",1464,4,"2020-02-08","2020-02-08","user_1","user_1"
1465,"E","E","2021-09-10","In","yes",1465,5,"2020-08-06","2020-08-06","user_1","user_1"
1466,"F","F","2018-11-05","In","yes",1466,1,"2018-08-17","2018-08-17","user_1","user_1"
1467,"G","G","2019-07-23","In","yes",1467,2,"2019-02-13","2019-02-13","user_1","user_1"
1468,"H","H","2020-04-08","In","yes",1468,3,"2019-08-12","2019-08-12","user_1","user_1"
1469,"I","I","2020-12-24","In","yes",1469,4,"2020-02-08","2020-02-08","user_1","user_1"
1470,"J","J","2021-09-10","In","yes",1470,5,"2020-08-06","2020-08-06","user_1","user_1"
1471,"K","K","2018-11-05","In","yes",1471,1,"2018-08-17","2018-08-17","user_1","user_1"
1472,"L","L","2019-07-23","In","yes",1472,2,"2019-02-13","2019-02-13","user_1","user_1"
1473,"M","M","2020-04-08","In","yes",1473,3,"2019-08-12","2019-08-12","user_1","user_1"
1474,"N","N","2020-12-24","In","yes",1474,4,"2020-02-08","2020-02-08","user_1","user_1"
1475,"O","O","2021-09-10","In","yes",1475,5,"2020-08-06","2020-08-06","user_1","user_1"
1476,"P","P","2018-11-05","In","yes",1476,1,"2018-08-17","2018-08-17","user_1","user_1"
1477,"Q","Q","2019-07-23","In","yes",1477,2,"2019-02-13","2019-02-13","user_1","user_1"
1478,"R","R","2020-04-08","In","yes",1478,3,"2019-08-12","2019-08-12","user_1","user_1"
1479,"S","S","2020-12-24","In","yes",1479,4,"2020-02-08","2020-02-08","user_1","user_1"
1480,"T","T","2021-09-10","In","yes",1480,5,"2020-08-06","2020-08-06","user_1","user_1"
1481,"A","A","2018-11-05","In","yes",1481,1,"2018-08-17","2018-08-17","user_1","user_1"
1482,"B","B","2019-07-23","In","yes",1482,2,"2019-02-13","2019-02-13","user_1","user_1"
1483,"C","C","2020-04-08","In","yes",1483,3,"2019-08-12","2019-08-12","user_1","user_1"
1484,"D","D","2020-12-24","In","yes",1484,4,"2020-02-08","2020-02-08","user_1","user_1"
1485,"E","E","2021-09-10","In","yes",1485,5,"2020-08-06","2020-08-06","user_1","user_1"
1486,"F","F","2018-11-05","In","yes",1486,1,"2018-08-17","2018-08-17","user_1","user_1"
1487,"G","G","2019-07-23","In","yes",1487,2,"2019-02-13","2019-02-13","user_1","user_1"
1488,"H","H","2020-04-08","In","yes",1488,3,"2019-08-12","2019-08-12","user_1","user_1"
1489,"I","I","2020-12-24","In","yes",1489,4,"2020-02-08","2020-02-08","user_1","user_1"
1490,"J","J","2021-09-10","In","yes",1490,5,"2020-08-06","2020-08-06","user_1","user_1"
1491,"K","K","2018-11-05","In","yes",1491,1,"2018-08-17","2018-08-17","user_1","user_1"
1492,"L","L","2019-07-23","In","yes",1492,2,"2019-02-13","2019-02-13","user_1","user_1"
1493,"M","M","2020-04-08","In","yes",1493,3,"2019-08-12","2019-08-12","user_1","user_1"
1494,"N","N","2020-12-24","In","yes",1494,4,"2020-02-08","2020-02-08","user_1","user_1"
1495,"O","O","2021-09-10","In","yes",1495,5,"2020-08-06","2020-08-06","user_1","user_1"
1496,"P","P","2018-11-05","In","yes",1496,1,"2018-08-17","2018-08-17","user_1","user_1"
1497,"Q","Q","2019-07-23","In","yes",1497,2,"2019-02-13","2019-02-13","user_1","user_1"
1498,"R","R","2020-04-08","In","yes",1498,3,"2019-08-12","2019-08-12","user_1","user_1"
1499,"S","S","2020-12-24","In","yes",1499,4,"2020-02-08","2020-02-08","user_1","user_1"
1500,"T","T","2021-09-10","In","yes",1500,5,"2020-08-06","2020-08-06","user_1","user_1"
1501,"A","A","2018-11-05","In","yes",1501,1,"2018-08-17","2018-08-17","user_1","user_1"
1502,"B","B","2019-07-23","In","yes",1502,2,"2019-02-13","2019-02-13","user_1","user_1"
1503,"C","C","2020-04-08","In","yes",1503,3,"2019-08-12","2019-08-12","user_1","user_1"
1504,"D","D","2020-12-24","In","yes",1504,4,"2020-02-08","2020-02-08","user_1","user_1"
1505,"E","E","2021-09-10","In","yes",1505,5,"2020-08-06","2020-08-06","user_1","user_1"
1506,"F","F","2018-11-05","In","yes",1506,1,"2018-08-17","2018-08-17","user_1","user_1"
1507,"G","G","2019-07-23","In","yes",1507,2,"2019-02-13","2019-02-13","user_1","user_1"
1508,"H","H","2020-04-08","In","yes",1508,3,"2019-08-12","2019-08-12","user_1","user_1"
1509,"I","I","2020-12-24","In","yes",1509,4,"2020-02-08","2020-02-08","user_1","user_1"
1510,"J","J","2021-09-10","In","yes",1510,5,"2020-08-06","2020-08-06","user_1","user_1"
1511,"K","K","2018-11-05","In","yes",1511,1,"2018-08-17","2018-08-17","user_1","user_1"
1512,"L","L","2019-07-23","In","yes",1512,2,"2019-02-13","2019-02-13","user_1","user_1"
1513,"M","M","2020-04-08","In","yes",1513,3,"2019-08-12","2019-08-12","user_1","user_1"
1514,"N","N","2020-12-24","In","yes",1514,4,"2020-02-08","2020-02-08","user_1","user_1"
1515,"O","O","2021-09-10","In","yes",1515,5,"2020-08-06","2020-08-06","user_1","user_1"
1516,"P","P","2018-11-05","In","yes",1516,1,"2018-08-17","2018-08-17","user_1","user_1"
1517,"Q","Q","2019-07-23","In","yes",1517,2,"2019-02-13","2019-02-13","user_1","user_1"
1518,"R","R","2020-04-08","In","yes",1518,3,"2019-08-12","2019-08-12","user_1","user_1"
1519,"S","S","2020-12-24","In","yes",1519,4,"2020-02-08","2020-02-08","user_1","user_1"
1520,"T","T","2021-09-10","In","yes",1520,5,"2020-08-06","2020-08-06","user_1","user_1"
1521,"A","A","2018-11-05","In","yes",1521,1,"2018-08-17","2018-08-17","user_1","user_1"
1522,"B","B","2019-07-23","In","yes",1522,2,"2019-02-13","2019-02-13","user_1","user_1"
1523,"C","C","2020-04-08","In","yes",1523,3,"2019-08-12","2019-08-12","user_1","user_1"
1524,"D","D","2020-12-24","In","yes",1524,4,"2020-02-08","2020-02-08","user_1","user_1"
1525,"E","E","2021-09-10","In","yes",1525,5,"2020-08-06","2020-08-06","user_1","user_1"
1526,"F","F","2018-11-05","In","yes",1526,1,"2018-08-17","2018-08-17","user_1","user_1"
1527,"G","G","2019-07-23","In","yes",1527,2,"2019-02-13","2019-02-13","user_1","user_1"
1528,"H","H","2020-04-08","In","yes",1528,3,"2019-08-12","2019-08-12","user_1","user_1"
1529,"I","I","2020-12-24","In","yes",1529,4,"2020-02-08","2020-02-08","user_1","user_1"
1530,"J","J","2021-09-10","In","yes",1530,5,"2020-08-06","2020-08-06","user_1","user_1"
1531,"K","K","2018-11-05","In","yes",1531,1,"2018-08-17","2018-08-17","user_1","user_1"
1532,"L","L","2019-07-23","In","yes",1532,2,"2019-02-13","2019-02-13","user_1","user_1"
1533,"M","M","2020-04-08","In","yes",1533,3,"2019-08-12","2019-08-12","user_1","user_1"
1534,"N","N","2020-12-24","In","yes",1534,4,"2020-02-08","2020-02-08","user_1","user_1"
1535,"O","O","2021-09-10","In","yes",1535,5,"2020-08-06","2020-08-06","user_1","user_1"
1536,"P","P","2018-11-05","In","yes",1536,1,"2018-08-17","2018-08-17","user_1","user_1"
1537,"Q","Q","2019-07-23","In","yes",1537,2,"2019-02-13","2019-02-13","user_1","user_1"
1538,"R","R","2020-04-08","In","yes",1538,3,"2019-08-12","2019-08-12","user_1","user_1"
1539,"S","S","2020-12-24","In","yes",1539,4,"2020-02-08","2020-02-08","user_1","user_1"
1540,"T","T","2021-09-10","In","yes",1540,5,"2020-08-06","2020-08-06","user_1","user_1"
1541,"A","A","2018-11-05","In","yes",1541,1,"2018-08-17","2018-08-17","user_1","user_1"
1542,"B","B","2019-07-23","In","yes",1542,2,"2019-02-13","2019-02-13","user_1","user_1"
1543,"C","C","2020-04-08","In","yes",1543,3,"2019-08-12","2019-08-12","user_1","user_1"
1544,"D","D","2020-12-24","In","yes",1544,4,"2020-02-08","2020-02-08","user_1","user_1"
1545,"E","E","2021-09-10","In","yes",1545,5,"2020-08-06","2020-08-06","user_1","user_1"
1546,"F","F","2018-11-05","In","yes",1546,1,"2018-08-17","2018-08-17","user_1","user_1"
1547,"G","G","2019-07-23","In","yes",1547,2,"2019-02-13","2019-02-13","user_1","user_1"
1548,"H","H","2020-04-08","In","yes",1548,3,"2019-08-12","2019-08-12","user_1","user_1"
1549,"I","I","2020-12-24","In","yes",1549,4,"2020-02-08","2020-02-08","user_1","user_1"
1550,"J","J","2021-09-10","In","yes",1550,5,"2020-08-06","2020-08-06","user_1","user_1"
1551,"K","K","2018-11-05","In","yes",1551,1,"2018-08-17","2018-08-17","user_1","user_1"
1552,"L","L","2019-07-23","In","yes",1552,2,"2019-02-13","2019-02-13","user_1","user_1"
1553,"M","M","2020-04-08","In","yes",1553,3,"2019-08-12","2019-08-12","user_1","user_1"
1554,"N","N","2020-12-24","In","yes",1554,4,"2020-02-08","2020-02-08","user_1","user_1"
1555,"O","O","2021-09-10","In","yes",1555,5,"2020-08-06","2020-08-06","user_1","user_1"
1556,"P","P","2018-11-05","In","yes",1556,1,"2018-08-17","2018-08-17","user_1","user_1"
1557,"Q","Q","2019-07-23","In","yes",1557,2,"2019-02-13","2019-02-13","user_1","user_1"
1558,"R","R","2020-04-08","In","yes",1558,3,"2019-08-12","2019-08-12","user_1","user_1"
1559,"S","S","2020-12-24","In","yes",1559,4,"2020-02-08","2020-02-08","user_1","user_1"
1560,"T","T","2021-09-10","In","yes",1560,5,"2020-08-06","2020-08-06","user_1","user_1"
1561,"A","A","2018-11-05","In","yes",1561,1,"2018-08-17","2018-08-17","user_1","user_1"
1562,"B","B","2019-07-23","In","yes",1562,2,"2019-02-13","2019-02-13","user_1","user_1"
1563,"C","C","2020-04-08","In","yes",1563,3,"2019-08-12","2019-08-12","user_1","user_1"
1564,"D","D","2020-12-24","In","yes",1564,4,"2020-02-08","2020-02-08","user_1","user_1"
1565,"E","E","2021-09-10","In","yes",1565,5,"2020-08-06","2020-08-06","user_1","user_1"
1566,"F","F","2018-11-05","In","yes",1566,1,"2018-08-17","2018-08-17","user_1","user_1"
1567,"G","G","2019-07-23","In","yes",1567,2,"2019-02-13","2019-02-13","user_1","user_1"
1568,"H","H","2020-04-08","In","yes",1568,3,"2019-08-12","2019-08-12","user_1","user_1"
1569,"I","I","2020-12-24","In","yes",1569,4,"2020-02-08","2020-02-08","user_1","user_1"
1570,"J","J","2021-09-10","In","yes",1570,5,"2020-08-06","2020-08-06","user_1","user_1"
1571,"K","K","2018-11-05","In","yes",1571,1,"2018-08-17","2018-08-17","user_1","user_1"
1572,"L","L","2019-07-23","In","yes",1572,2,"2019-02-13","2019-02-13","user_1","user_1"
1573,"M","M","2020-04-08","In","yes",1573,3,"2019-08-12","2019-08-12","user_1","user_1"
1574,"N","N","2020-12-24","In","yes",1574,4,"2020-02-08","2020-02-08","user_1","user_1"
1575,"O","O","2021-09-10","In","yes",1575,5,"2020-08-06","2020-08-06","user_1","user_1"
1576,"P","P","2018-11-05","In","yes",1576,1,"2018-08-17","2018-08-17","user_1","user_1"
1577,"Q","Q","2019-07-23","In","yes",1577,2,"2019-02-13","2019-02-13","user_1","user_1"
1578,"R","R","2020-04-08","In","yes",1578,3,"2019-08-12","2019-08-12","user_1","user_1"
1579,"S","S","2020-12-24","In","yes",1579,4,"2020-02-08","2020-02-08","user_1","user_1"
1580,"T","T","2021-09-10","In","yes",1580,5,"2020-08-06","2020-08-06","user_1","user_1"
1581,"A","A","2018-11-05","In","yes",1581,1,"2018-08-17","2018-08-17","user_1","user_1"
1582,"B","B","2019-07-23","In","yes",1582,2,"2019-02-13","2019-02-13","user_1","user_1"
1583,"C","C","2020-04-08","In","yes",1583,3,"2019-08-12","2019-08-12","user_1","user_1"
1584,"D","D","2020-12-24","In","yes",1584,4,"2020-02-08","2020-02-08","user_1","user_1"
1585,"E","E","2021-09-10","In","yes",1585,5,"2020-08-06","2020-08-06","user_1","user_1"
1586,"F","F","2018-11-05","In","yes",1586,1,"2018-08-17","2018-08-17","user_1","user_1"
1587,"G","G","2019-07-23","In","yes",1587,2,"2019-02-13","2019-02-13","user_1","user_1"
1588,"H","H","2020-04-08","In","yes",1588,3,"2019-08-12","2019-08-12","user_1","user_1"
1589,"I","I","2020-12-24","In","yes",1589,4,"2020-02-08","2020-02-08","user_1","user_1"
1590,"J","J","2021-09-10","In","yes",1590,5,"2020-08-06","2020-08-06","user_1","user_1"
1591,"K","K","2018-11-05","In","yes",1591,1,"2018-08-17","2018-08-17","user_1","user_1"
1592,"L","L","2019-07-23","In","yes",1592,2,"2019-02-13","2019-02-13","user_1","user_1"
1593,"M","M","2020-04-08","In","yes",1593,3,"2019-08-12","2019-08-12","user_1","user_1"
1594,"N","N","2020-12-24","In","yes",1594,4,"2020-02-08","2020-02-08","user_1","user_1"
1595,"O","O","2021-09-10","In","yes",1595,5,"2020-08-06","2020-08-06","user_1","user_1"
1596,"P","P","2018-11-05","In","yes",1596,1,"2018-08-17","2018-08-17","user_1","user_1"
1597,"Q","Q","2019-07-23","In","yes",1597,2,"2019-02-13","2019-02-13","user_1","user_1"
1598,"R","R","2020-04-08","In","yes",1598,3,"2019-08-12","2019-08-12","user_1","user_1"
1599,"S","S","2020-12-24","In","yes",1599,4,"2020-02-08","2020-02-08","user_1","user_1"
1600,"T","T","2021-09-10","In","yes",1600,5,"2020-08-06","2020-08-06","user_1","user_1"
1601,"A","A","2018-11-05","In","yes",1601,1,"2018-08-17","2018-08-17","user_1","user_1"
1602,"B","B","2019-07-23","In","yes",1602,2,"2019-02-13","2019-02-13","user_1","user_1"
1603,"C","C","2020-04-08","In","yes",1603,3,"2019-08-12","2019-08-12","user_1","user_1"
1604,"D","D","2020-12-24","In","yes",1604,4,"2020-02-08","2020-02-08","user_1","user_1"
1605,"E","E","2021-09-10","In","yes",1605,5,"2020-08-06","2020-08-06","user_1","user_1"
1606,"F","F","2018-11-05","In","yes",1606,1,"2018-08-17","2018-08-17","user_1","user_1"
1607,"G","G","2019-07-23","In","yes",1607,2,"2019-02-13","2019-02-13","user_1","user_1"
1608,"H","H","2020-04-08","In","yes",1608,3,"2019-08-12","2019-08-12","user_1","user_1"
1609,"I","I","2020-12-24","In","yes",1609,4,"2020-02-08","2020-02-08","user_1","user_1"
1610,"J","J","2021-09-10","In","yes",1610,5,"2020-08-06","2020-08-06","user_1","user_1"
1611,"K","K","2018-11-05","In","yes",1611,1,"2018-08-17","2018-08-17","user_1","user_1"
1612,"L","L","2019-07-23","In","yes",1612,2,"2019-02-13","2019-02-13","user_1","user_1"
1613,"M","M","2020-04-08","In","yes",1613,3,"2019-08-12","2019-08-12","user_1","user_1"
1614,"N","N","2020-12-24","In","yes",1614,4,"2020-02-08","2020-02-08","user_1","user_1"
1615,"O","O","2021-09-10","In","yes",1615,5,"2020-08-06","2020-08-06","user_1","user_1"
1616,"P","P","2018-11-05","In","yes",1616,1,"2018-08-17","2018-08-17","user_1","user_1"
1617,"Q","Q","2019-07-23","In","yes",1617,2,"2019-02-13","2019-02-13","user_1","user_1"
1618,"R","R","2020-04-08","In","yes",1618,3,"2019-08-12","2019-08-12","user_1","user_1"
1619,"S","S","2020-12-24","In","yes",1619,4,"2020-02-08","2020-02-08","user_1","user_1"
1620,"T","T","2021-09-10","In","yes",1620,5,"2020-08-06","2020-08-06","user_1","user_1"
1621,"A","A","2018-11-05","In","yes",1621,1,"2018-08-17","2018-08-17","user_1","user_1"
1622,"B","B","2019-07-23","In","yes",1622,2,"2019-02-13","2019-02-13","user_1","user_1"
1623,"C","C","2020-04-08","In","yes",1623,3,"2019-08-12","2019-08-12","user_1","user_1"
1624,"D","D","2020-12-24","In","yes",1624,4,"2020-02-08","2020-02-08","user_1","user_1"
1625,"E","E","2021-09-10","In","yes",1625,5,"2020-08-06","2020-08-06","user_1","user_1"
1626,"F","F","2018-11-05","In","yes",1626,1,"2018-08-17","2018-08-17","user_1","user_1"
1627,"G","G","2019-07-23","In","yes",1627,2,"2019-02-13","2019-02-13","user_1","user_1"
1628,"H","H","2020-04-08","In","yes",1628,3,"2019-08-12","2019-08-12","user_1","user_1"
1629,"I","I","2020-12-24","In","yes",1629,4,"2020-02-08","2020-02-08","user_1","user_1"
1630,"J","J","2021-09-10","In","yes",1630,5,"2020-08-06","2020-08-06","user_1","user_1"
1631,"K","K","2018-11-05","In","yes",1631,1,"2018-08-17","2018-08-17","user_1","user_1"
1632,"L","L","2019-07-23","In","yes",1632,2,"2019-02-13","2019-02-13","user_1","user_1"
1633,"M","M","2020-04-08","In","yes",1633,3,"2019-08-12","2019-08-12","user_1","user_1"
1634,"N","N","2020-12-24","In","yes",1634,4,"2020-02-08","2020-02-08","user_1","user_1"
1635,"O","O","2021-09-10","In","yes",1635,5,"2020-08-06","2020-08-06","user_1","user_1"
1636,"P","P","2018-11-05","In","yes",1636,1,"2018-08-17","2018-08-17","user_1","user_1"
1637,"Q","Q","2019-07-23","In","yes",1637,2,"2019-02-13","2019-02-13","user_1","user_1"
1638,"R","R","2020-04-08","In","yes",1638,3,"2019-08-12","2019-08-12","user_1","user_1"
1639,"S","S","2020-12-24","In","yes",1639,4,"2020-02-08","2020-02-08","user_1","user_1"
1640,"T","T","2021-09-10","In","yes",1640,5,"2020-08-06","2020-08-06","user_1","user_1"
1641,"A","A","2018-11-05","In","yes",1641,1,"2018-08-17","2018-08-17","user_1","user_1"
1642,"B","B","2019-07-23","In","yes",1642,2,"2019-02-13","2019-02-13","user_1","user_1"
1643,"C","C","2020-04-08","In","yes",1643,3,"2019-08-12","2019-08-12","user_1","user_1"
1644,"D","D","2020-12-24","In","yes",1644,4,"2020-02-08","2020-02-08","user_1","user_1"
1645,"E","E","2021-09-10","In","yes",1645,5,"2020-08-06","2020-08-06","user_1","user_1"
1646,"F","F","2018-11-05","In","yes",1646,1,"2018-08-17","2018-08-17","user_1","user_1"
1647,"G","G","2019-07-23","In","yes",1647,2,"2019-02-13","2019-02-13","user_1","user_1"
1648,"H","H","2020-04-08","In","yes",1648,3,"2019-08-12","2019-08-12","user_1","user_1"
1649,"I","I","2020-12-24","In","yes",1649,4,"2020-02-08","2020-02-08","user_1","user_1"
1650,"J","J","2021-09-10","In","yes",1650,5,"2020-08-06","2020-08-06","user_1","user_1"
1651,"K","K","2018-11-05","In","yes",1651,1,"2018-08-17","2018-08-17","user_1","user_1"
1652,"L","L","2019-07-23","In","yes",1652,2,"2019-02-13","2019-02-13","user_1","user_1"
1653,"M","M","2020-04-08","In","yes",1653,3,"2019-08-12","2019-08-12","user_1","user_1"
1654,"N","N","2020-12-24","In","yes",1654,4,"2020-02-08","2020-02-08","user_1","user_1"
1655,"O","O","2021-09-10","In","yes",1655,5,"2020-08-06","2020-08-06","user_1","user_1"
1656,"P","P","2018-11-05","In","yes",1656,1,"2018-08-17","2018-08-17","user_1","user_1"
1657,"Q","Q","2019-07-23","In","yes",1657,2,"2019-02-13","2019-02-13","user_1","user_1"
1658,"R","R","2020-04-08","In","yes",1658,3,"2019-08-12","2019-08-12","user_1","user_1"
1659,"S","S","2020-12-24","In","yes",1659,4,"2020-02-08","2020-02-08","user_1","user_1"
1660,"T","T","2021-09-10","In","yes",1660,5,"2020-08-06","2020-08-06","user_1","user_1"
1661,"A","A","2018-11-05","In","yes",1661,1,"2018-08-17","2018-08-17","user_1","user_1"
1662,"B","B","2019-07-23","In","yes",1662,2,"2019-02-13","2019-02-13","user_1","user_1"
1663,"C","C","2020-04-08","In","yes",1663,3,"2019-08-12","2019-08-12","user_1","user_1"
1664,"D","D","2020-12-24","In","yes",1664,4,"2020-02-08","2020-02-08","user_1","user_1"
1665,"E","E","2021-09-10","In","yes",1665,5,"2020-08-06","2020-08-06","user_1","user_1"
1666,"F","F","2018-11-05","In","yes",1666,1,"2018-08-17","2018-08-17","user_1","user_1"
1667,"G","G","2019-07-23","In","yes",1667,2,"2019-02-13","2019-02-13","user_1","user_1"
1668,"H","H","2020-04-08","In","yes",1668,3,"2019-08-12","2019-08-12","user_1","user_1"
1669,"I","I","2020-12-24","In","yes",1669,4,"2020-02-08","2020-02-08","user_1","user_1"
1670,"J","J","2021-09-10","In","yes",1670,5,"2020-08-06","2020-08-06","user_1","user_1"
1671,"K","K","2018-11-05","In","yes",1671,1,"2018-08-17","2018-08-17","user_1","user_1"
1672,"L","L","2019-07-23","In","yes",1672,2,"2019-02-13","2019-02-13","user_1","user_1"
1673,"M","M","2020-04-08","In","yes",1673,3,"2019-08-12","2019-08-12","user_1","user_1"
1674,"N","N","2020-12-24","In","yes",1674,4,"2020-02-08","2020-02-08","user_1","user_1"
1675,"O","O","2021-09-10","In","yes",1675,5,"2020-08-06","2020-08-06","user_1","user_1"
1676,"P","P","2018-11-05","In","yes",1676,1,"2018-08-17","2018-08-17","user_1","user_1"
